Country,Cultural_Factor,Adaptation_Needed,Adaptation_Level
Country 12,Customs,No,0.4988005987388454
Country 41,Customs,No,0.17692937009344378
Country 43,Etiquette,Yes,0.718830142807603
Country 47,Etiquette,No,0.033919856209038146
Country 47,Language,Yes,0.29025218022424315
Country 12,Values,Yes,0.052920528904864095
Country 47,Language,No,0.5538044556124306
Country 23,Etiquette,Yes,0.907422038521028
Country 16,Customs,No,0.29197212130837147
Country 32,Religion,Yes,0.7698684120705671
Country 27,Values,No,0.516917830161076
Country 21,Etiquette,Yes,0.3504614348751329
Country 41,Etiquette,No,0.023140916190213745
Country 37,Language,Yes,0.38787480463351687
Country 12,Values,No,0.9996859181542499
Country 2,Language,Yes,0.5650980327702417
Country 44,Religion,Yes,0.19438759417346574
Country 22,Customs,Yes,0.35635458779609674
Country 35,Language,No,0.9706681062956077
Country 9,Language,No,0.9873884259989193
Country 14,Values,No,0.15530977037747473
Country 14,Religion,No,0.11904765867563716
Country 34,Customs,Yes,0.8249016617174522
Country 33,Etiquette,Yes,0.3911611351293336
Country 24,Values,Yes,0.22595873983633308
Country 49,Religion,No,0.6788072798486957
Country 8,Religion,No,0.1915425310962625
Country 36,Language,No,0.22080207311946787
Country 15,Language,Yes,0.14988116878640778
Country 13,Religion,No,0.6156287279018021
Country 16,Values,No,0.29725852864316404
Country 31,Etiquette,No,0.7294556905197881
Country 16,Language,Yes,0.19467688688719453
Country 14,Values,Yes,0.057115102636726256
Country 9,Religion,No,0.2502269083276719
Country 50,Customs,No,0.9893943634017428
Country 32,Values,No,0.6009325196074041
Country 44,Language,Yes,0.27275777858064465
Country 6,Religion,Yes,0.703520235853953
Country 47,Values,Yes,0.768224747642299
Country 16,Language,No,0.9483312645483584
Country 14,Customs,Yes,0.1346605989398697
Country 45,Etiquette,No,0.800724993775115
Country 47,Customs,Yes,0.36123348339858685
Country 13,Values,Yes,0.27972699993144157
Country 17,Language,Yes,0.9264050255269379
Country 17,Religion,Yes,0.683616769405469
Country 33,Etiquette,No,0.6458351117579161
Country 10,Language,No,0.35071662223706335
Country 45,Language,Yes,0.27994969562793426
Country 22,Customs,Yes,0.5212668797350557
Country 49,Religion,No,0.46947205014246074
Country 34,Language,Yes,0.4284125868145221
Country 20,Etiquette,Yes,0.4164639010551058
Country 11,Customs,Yes,0.8499636025636431
Country 48,Etiquette,Yes,0.1366059496117058
Country 8,Values,No,0.8875144213395039
Country 19,Values,Yes,0.0916653834177732
Country 29,Values,Yes,0.8988480771769363
Country 2,Etiquette,No,0.9430667703203695
Country 21,Customs,Yes,0.6567955807624593
Country 26,Customs,Yes,0.993090566844912
Country 8,Values,Yes,0.09616791056863849
Country 41,Religion,Yes,0.21842882415451348
Country 11,Values,Yes,0.3400451881675073
Country 19,Language,Yes,0.5235481161348146
Country 14,Language,Yes,0.4798196916288946
Country 22,Customs,No,0.21918317975638046
Country 6,Values,Yes,0.009397951620773282
Country 13,Religion,Yes,0.3528132688003506
Country 44,Values,No,0.5812634399203468
Country 19,Values,Yes,0.30437481450238413
Country 48,Religion,Yes,0.9129708474992969
Country 43,Customs,Yes,0.8781764462754958
Country 40,Values,No,0.8991855296065894
Country 38,Values,Yes,0.11885744438836099
Country 2,Values,Yes,0.6886192738881604
Country 36,Religion,No,0.45087982287021
Country 47,Language,No,0.16390539035733953
Country 22,Language,Yes,0.28186728981930864
Country 40,Religion,Yes,0.12112364150315291
Country 33,Language,No,0.9005693521659317
Country 40,Etiquette,Yes,0.812669775150429
Country 8,Religion,Yes,0.8935651892172004
Country 26,Etiquette,Yes,0.013453379033788404
Country 15,Customs,Yes,0.34897929279904805
Country 34,Customs,No,0.8844224289155032
Country 12,Customs,No,0.7401106547953047
Country 38,Religion,Yes,0.23173518860974118
Country 41,Values,Yes,0.5646447893901639
Country 38,Customs,No,0.9783418344934057
Country 31,Etiquette,No,0.052940479409230745
Country 31,Etiquette,Yes,0.5733648179442008
Country 47,Values,Yes,0.9645037058756393
Country 24,Etiquette,No,0.7423713343040039
Country 36,Religion,No,0.7100472402458246
Country 47,Customs,No,0.03974632309584947
Country 37,Language,Yes,0.10803259737945792
Country 21,Religion,Yes,0.2789390121215015
Country 24,Values,Yes,0.7862920871337453
Country 20,Religion,No,0.5108686260113964
Country 26,Language,No,0.8067503811159044
Country 6,Customs,No,0.9089188220387302
Country 3,Etiquette,Yes,0.08396755358088837
Country 38,Values,Yes,0.836562812295996
Country 9,Etiquette,Yes,0.2752915123816524
Country 6,Religion,No,0.33042847635050643
Country 28,Etiquette,Yes,0.43152589995956536
Country 36,Religion,No,0.595386346628704
Country 34,Values,No,0.7212132328688818
Country 11,Etiquette,Yes,0.3544653427236252
Country 15,Customs,Yes,0.11210743610643548
Country 34,Language,Yes,0.4976037963711164
Country 31,Etiquette,No,0.6545887073370877
Country 48,Religion,No,0.6974885896141065
Country 26,Customs,Yes,0.5692961657732406
Country 8,Religion,Yes,0.47808164071595094
Country 46,Language,No,0.274682846781625
Country 18,Values,Yes,0.4856750104919716
Country 2,Customs,Yes,0.6516413090785114
Country 31,Customs,No,0.35539756723948446
Country 40,Language,No,0.5085749988596439
Country 28,Etiquette,Yes,0.2436744535455334
Country 47,Customs,Yes,0.16194600608565135
Country 41,Customs,Yes,0.7058136433541229
Country 18,Etiquette,No,0.47885397006033703
Country 5,Language,No,0.18926750267177161
Country 11,Language,No,0.9772869924261555
Country 18,Customs,No,0.2526841389929726
Country 37,Customs,Yes,0.35539290771103216
Country 26,Language,Yes,0.664980282055961
Country 23,Customs,Yes,0.9239374305606681
Country 27,Religion,No,0.4209898153094327
Country 27,Language,Yes,0.8821465733101592
Country 50,Customs,No,0.03457567173337339
Country 25,Values,No,0.4481250167610281
Country 28,Values,Yes,0.7090428626386196
Country 39,Etiquette,No,0.4630277296730183
Country 38,Customs,Yes,0.9850185336000788
Country 29,Etiquette,Yes,0.8168821092761727
Country 41,Language,No,0.552961446391395
Country 9,Values,No,0.751586465134133
Country 40,Customs,No,0.5191571743986674
Country 15,Religion,Yes,0.8831758067482878
Country 9,Etiquette,No,0.595624036647636
Country 46,Language,Yes,0.16362678529661467
Country 32,Religion,Yes,0.868863166901089
Country 38,Etiquette,No,0.4281341628147588
Country 44,Customs,No,0.43165768770942803
Country 4,Religion,No,0.08719736805905642
Country 13,Religion,No,0.8084324320573986
Country 11,Customs,No,0.25906874353490617
Country 49,Religion,Yes,0.8717534524142031
Country 50,Language,No,0.04189951874484765
Country 44,Values,No,0.7956873326046358
Country 2,Etiquette,Yes,0.9165549860519054
Country 11,Values,No,0.0047022296384064965
Country 38,Language,No,0.11267348952726575
Country 22,Language,Yes,0.9507031421990293
Country 41,Values,Yes,0.07111841879207736
Country 12,Language,Yes,0.6936453040472599
Country 45,Customs,Yes,0.843333725073161
Country 29,Etiquette,Yes,0.5947641370288894
Country 4,Language,Yes,0.3863593739852751
Country 7,Values,No,0.3319782140272478
Country 20,Values,No,0.1529416882620852
Country 46,Language,Yes,0.6303635810622162
Country 32,Language,Yes,0.20663169914439428
Country 19,Language,No,0.6358351693921914
Country 7,Values,No,0.4395999615819627
Country 16,Values,No,0.8547361773188595
Country 38,Customs,No,0.24326541268691226
Country 23,Language,No,0.7146188373058662
Country 2,Language,No,0.9079892272865836
Country 22,Customs,No,0.9243647813954282
Country 30,Etiquette,No,0.9790657287787664
Country 6,Language,No,0.46075326490033663
Country 29,Language,Yes,0.1858897832200873
Country 50,Language,No,0.3082135700368953
Country 34,Language,Yes,0.8651103333425333
Country 42,Language,Yes,0.7579471200563502
Country 35,Customs,Yes,0.7313516739003109
Country 36,Etiquette,No,0.8529903702990012
Country 23,Etiquette,Yes,0.11172594012187376
Country 38,Religion,Yes,0.5301859789338744
Country 6,Values,Yes,0.5936508034876281
Country 33,Etiquette,Yes,0.15298531241928126
Country 36,Religion,No,0.4097246853374241
Country 19,Values,Yes,0.09889011717047458
Country 37,Values,No,0.5997580614144357
Country 41,Language,Yes,0.17249064513305545
Country 32,Language,No,0.7279601034395681
Country 24,Values,Yes,0.11795544343806608
Country 43,Values,Yes,0.02374222949933169
Country 27,Values,Yes,0.0646085029573511
Country 33,Values,Yes,0.2079603355994033
Country 14,Values,Yes,0.42469178329573565
Country 11,Etiquette,No,0.051213186426445456
Country 18,Religion,No,0.27389728344429
Country 33,Etiquette,Yes,0.013810242146888196
Country 41,Religion,No,0.36160507828497623
Country 23,Customs,Yes,0.7872106001278288
Country 28,Religion,No,0.650802765161044
Country 29,Customs,No,0.8800311404844371
Country 36,Religion,No,0.9150015767796114
Country 42,Customs,Yes,0.6389759471398466
Country 17,Customs,No,0.6071018570919436
Country 14,Language,No,0.7049568120311952
Country 22,Etiquette,Yes,0.9266514854638578
Country 37,Customs,Yes,0.042226945293186824
Country 50,Religion,No,0.23856943426721733
Country 29,Language,No,0.9064412665540587
Country 42,Values,No,0.11238761744517856
Country 13,Language,Yes,0.9276669928326589
Country 31,Customs,No,0.8274307482181739
Country 3,Religion,No,0.9762902558767738
Country 8,Values,No,0.537203282400338
Country 48,Religion,No,0.5441150012553206
Country 17,Language,No,0.4279179322829957
Country 17,Values,Yes,0.6235989939482991
Country 34,Religion,No,0.5765958684767651
Country 2,Language,Yes,0.4306262515069428
Country 34,Customs,No,0.21691138273061605
Country 40,Language,Yes,0.8574704062896663
Country 18,Language,No,0.16534381712147117
Country 41,Customs,Yes,0.46415210169773335
Country 34,Customs,No,0.22723750143502486
Country 12,Language,Yes,0.08204296812201206
Country 34,Etiquette,Yes,0.5947992263680046
Country 1,Religion,Yes,0.9480913970834863
Country 45,Religion,No,0.48418467296379575
Country 35,Values,Yes,0.8545140760447341
Country 45,Values,Yes,0.794609636904721
Country 1,Etiquette,No,0.3406202002730826
Country 23,Values,No,0.292542391914166
Country 50,Customs,No,0.6270882263659505
Country 33,Etiquette,No,0.297357795477755
Country 14,Customs,No,0.07873668259877431
Country 14,Language,Yes,0.356372288297336
Country 17,Etiquette,Yes,0.5992412589073198
Country 2,Customs,No,0.4078313774642992
Country 27,Values,Yes,0.8301519748519611
Country 15,Language,No,0.5669849158667226
Country 44,Customs,No,0.7895827342672722
Country 25,Language,No,0.09408828709919237
Country 9,Values,Yes,0.4511754239731669
Country 16,Etiquette,No,0.14521299910097885
Country 15,Values,Yes,0.6936815005741132
Country 33,Values,No,0.2801981898054736
Country 9,Customs,No,0.8043776379665671
Country 33,Customs,Yes,0.8767705343889749
Country 40,Religion,No,0.23973414223307232
Country 45,Language,Yes,0.5583513557832047
Country 34,Etiquette,Yes,0.6287504098487079
Country 37,Religion,Yes,0.4312143563723071
Country 2,Values,Yes,0.964651086506626
Country 29,Values,No,0.895588098149129
Country 44,Language,No,0.22674632662111183
Country 30,Etiquette,Yes,0.31675834141884696
Country 21,Language,No,0.21172492266748477
Country 14,Etiquette,No,0.506967222800459
Country 13,Customs,No,0.5318665127322945
Country 4,Customs,No,0.4982808535247504
Country 49,Etiquette,Yes,0.1276961171831842
Country 9,Religion,No,0.3190251321929961
Country 29,Language,No,0.4682139463691949
Country 45,Language,Yes,0.7945615590531853
Country 6,Values,Yes,0.37498843591588715
Country 1,Etiquette,Yes,0.8914772341992738
Country 17,Language,No,0.5566776051019757
Country 10,Customs,Yes,0.5047301914516752
Country 26,Values,Yes,0.43914699352501196
Country 20,Religion,No,0.4484036022392164
Country 35,Customs,No,0.7818828587547826
Country 22,Etiquette,Yes,0.13320617455423656
Country 41,Religion,Yes,0.6248906480620674
Country 3,Religion,No,0.25437334724556704
Country 48,Language,Yes,0.564705701957522
Country 4,Customs,Yes,0.49141417774398133
Country 41,Etiquette,No,0.7079457791937975
Country 10,Values,Yes,0.25433134760676246
Country 40,Etiquette,Yes,0.648625605467387
Country 17,Language,No,0.19151987467158504
Country 29,Language,No,0.27066221628953047
Country 16,Values,No,0.637817196563843
Country 24,Religion,No,0.8000661024197492
Country 3,Etiquette,No,0.3512813970160815
Country 33,Values,Yes,0.22959915084260596
Country 4,Customs,No,0.8219178282886618
Country 27,Customs,No,0.5153379193365482
Country 24,Customs,Yes,0.5702099816605904
Country 20,Customs,No,0.11716943157557247
Country 10,Etiquette,No,0.8776011268572769
Country 15,Values,No,0.842468407665528
Country 8,Religion,No,0.19888441157569314
Country 3,Language,Yes,0.9395221651394461
Country 27,Religion,No,0.8226404300806706
Country 25,Values,No,0.6582251250796007
Country 36,Etiquette,No,0.7220270428486126
Country 9,Values,Yes,0.34788518590559403
Country 34,Language,Yes,0.44237579260298643
Country 47,Values,Yes,0.9192924984639174
Country 47,Customs,Yes,0.288314373327492
Country 37,Customs,No,0.6162239644835749
Country 3,Religion,No,0.97221422972807
Country 31,Customs,Yes,0.10791481364698807
Country 22,Language,No,0.9070457789004248
Country 21,Etiquette,Yes,0.012164472619555555
Country 47,Customs,Yes,0.22925365888741622
Country 43,Religion,Yes,0.7153402372477156
Country 27,Customs,No,0.9467255983572652
Country 43,Customs,No,0.641350360824082
Country 24,Values,No,0.3308304740493496
Country 15,Values,No,0.8161126000118695
Country 38,Etiquette,No,0.37047679021132307
Country 14,Values,Yes,0.2950017855205983
Country 1,Language,Yes,0.2380203429060711
Country 16,Language,Yes,0.3101174287054451
Country 42,Language,Yes,0.2841362240648968
Country 22,Religion,Yes,0.22680343280591397
Country 29,Language,No,0.8602233536225564
Country 5,Etiquette,Yes,0.2726636782680112
Country 24,Etiquette,No,0.7204812941970175
Country 25,Customs,No,0.033400490933765514
Country 7,Etiquette,Yes,0.4195168712968721
Country 30,Language,No,0.5317547895386272
Country 10,Values,No,0.21978177497853546
Country 1,Etiquette,No,0.2755318012650624
Country 26,Etiquette,No,0.02308268325288998
Country 8,Values,No,0.5630319355941353
Country 37,Religion,No,0.5052008364161812
Country 6,Customs,Yes,0.0828754454994115
Country 30,Values,No,0.7235219934088222
Country 37,Language,Yes,0.23722333963303655
Country 8,Etiquette,No,0.10980526858092499
Country 3,Etiquette,No,0.5833612494971399
Country 26,Customs,Yes,0.2764970671840248
Country 18,Values,No,0.38306392123007527
Country 44,Customs,No,0.6974772826734521
Country 43,Religion,No,0.14172910604920774
Country 22,Religion,No,0.6961686187834953
Country 11,Etiquette,Yes,0.7797413339832446
Country 42,Customs,No,0.643319429961329
Country 23,Religion,No,0.6258917276820355
Country 23,Etiquette,Yes,0.04371944529594329
Country 6,Etiquette,No,0.8928980649325484
Country 16,Values,No,0.08903829101554128
Country 37,Etiquette,No,0.6666242373134154
Country 13,Language,No,0.21190816635284015
Country 35,Language,Yes,0.876247275761554
Country 43,Religion,Yes,0.443804905452051
Country 8,Religion,No,0.9732452113389857
Country 41,Values,Yes,0.5935844570124371
Country 41,Customs,Yes,0.21557767235412306
Country 42,Customs,Yes,0.5666797189344019
Country 14,Customs,No,0.11457883156270865
Country 28,Values,No,0.8954399480009425
Country 14,Customs,Yes,0.10803703761583516
Country 15,Customs,Yes,0.6087370465964397
Country 14,Values,Yes,0.10612566588144268
Country 47,Religion,No,0.22986916771733856
Country 37,Etiquette,No,0.8500587932629824
Country 40,Etiquette,Yes,0.8681326947362966
Country 29,Values,No,0.7798522843812323
Country 41,Customs,No,0.5895443790685415
Country 11,Etiquette,No,0.9852141834959807
Country 31,Religion,No,0.6618871764423774
Country 7,Etiquette,Yes,0.6765736498426288
Country 29,Values,No,0.6248129117453661
Country 44,Religion,No,0.2855292259951593
Country 15,Values,Yes,0.2372573623769657
Country 38,Values,Yes,0.47926190534501967
Country 26,Language,Yes,0.5637190126340887
Country 50,Language,Yes,0.9826528331749321
Country 18,Values,No,0.382262713673857
Country 20,Etiquette,Yes,0.44528773557422185
Country 18,Etiquette,No,0.24868642779425776
Country 10,Language,No,0.35670073818836556
Country 50,Religion,No,0.18864179219152066
Country 32,Etiquette,Yes,0.3095472174136168
Country 15,Religion,Yes,0.7010742284486713
Country 23,Language,Yes,0.8730128755261877
Country 4,Customs,No,0.4349612363512493
Country 13,Religion,Yes,0.8295449107578715
Country 42,Etiquette,No,0.6451988158877976
Country 49,Religion,No,0.8960914537833713
Country 9,Religion,No,0.04428417706924925
Country 31,Religion,No,0.6042276546644108
Country 33,Language,No,0.8944367525261236
Country 46,Etiquette,Yes,0.5134307590861383
Country 43,Religion,No,0.5813141830314796
Country 6,Etiquette,No,0.7340436020930874
Country 40,Religion,Yes,0.26251001543319963
Country 10,Language,No,0.23538249440361247
Country 30,Religion,No,0.06842058972114695
Country 18,Customs,Yes,0.09963237331822494
Country 8,Religion,No,0.8975391173142402
Country 10,Values,Yes,0.5548315595425597
Country 34,Etiquette,Yes,0.5984593986167327
Country 17,Language,No,0.580037053639502
Country 28,Religion,Yes,0.3363798090523378
Country 46,Values,No,0.9736727806534281
Country 5,Etiquette,No,0.15527831700876893
