Country,Risk_Type,Risk_Level,Impact_Score
Country 13,Social,Medium,2.9506301763089215
Country 6,Political,Medium,2.7002154110206766
Country 26,Environmental,High,4.095190092907648
Country 25,Regulatory,Medium,1.9466681544482536
Country 9,Environmental,Medium,3.362569260155883
Country 49,Environmental,Low,2.1055007545270685
Country 9,Political,High,1.744757677150362
Country 31,Regulatory,High,2.8930207628766675
Country 16,Environmental,Low,2.998625960606537
Country 23,Economic,High,2.0597758695847395
Country 31,Social,Medium,1.5631772612229589
Country 49,Environmental,Low,3.062131943676367
Country 12,Political,High,4.6772372402091325
Country 37,Economic,Medium,4.257206872620877
Country 6,Economic,Low,1.679732678963163
Country 48,Economic,Medium,2.2694176714650385
Country 1,Political,Medium,4.103866017823471
Country 7,Economic,Low,3.870267628738276
Country 25,Environmental,Low,1.145721215470041
Country 7,Political,High,1.9887315787959357
Country 20,Social,Low,2.5124200123146
Country 13,Political,Low,4.445367969960026
Country 33,Political,Medium,1.2012993593444978
Country 11,Regulatory,Low,1.710947049775415
Country 10,Environmental,High,3.574390458554694
Country 16,Economic,Medium,2.6257391890277595
Country 29,Social,Medium,1.539507204208919
Country 39,Economic,Low,1.6689101744377264
Country 1,Social,Low,2.780958138304007
Country 18,Social,Low,1.9735238939692241
Country 21,Regulatory,High,3.565725003079712
Country 32,Political,Medium,3.4209600706080034
Country 7,Environmental,Low,2.518501932642439
Country 43,Regulatory,Low,4.4239439321843665
Country 32,Social,High,4.856422531311997
Country 47,Political,Medium,1.0549208726989754
Country 44,Regulatory,High,2.7190452370075326
Country 38,Environmental,Medium,2.6056024438877623
Country 20,Environmental,Medium,4.1787654215244725
Country 41,Social,Low,2.919435285365934
Country 46,Social,High,4.824139079182638
Country 3,Regulatory,Medium,4.091808275273264
Country 12,Social,High,1.5686323354975125
Country 14,Social,Medium,3.7484186497735212
Country 18,Social,High,1.4082630692288056
Country 16,Social,Medium,1.060907390045887
Country 32,Social,Medium,1.920428329501894
Country 47,Social,High,1.9416169124677713
Country 4,Regulatory,Medium,3.022343664528648
Country 16,Social,Medium,1.1538828235807208
Country 4,Economic,High,3.2201521713042993
Country 26,Regulatory,High,3.454065658848718
Country 18,Economic,Low,4.574089159311203
Country 36,Regulatory,Low,1.124071934330737
Country 15,Economic,High,2.2859680140873397
Country 17,Environmental,Medium,3.3277703044051963
Country 43,Environmental,Low,2.2849194615749093
Country 46,Economic,Medium,2.118287293248849
Country 8,Social,Low,1.4011208757331874
Country 19,Economic,Medium,3.3087242823802887
Country 32,Political,Low,1.5524028290146985
Country 26,Environmental,Low,3.2979165886805686
Country 26,Regulatory,High,2.5160676042555603
Country 25,Political,High,1.9938289382339662
Country 48,Economic,High,3.344987570107329
Country 15,Social,High,1.8330711652597635
Country 35,Regulatory,Low,2.3041931417200483
Country 15,Regulatory,Low,1.8091305075141162
Country 21,Regulatory,High,1.662477280990999
Country 14,Environmental,Medium,4.941016025569124
Country 6,Economic,Low,4.168052204098711
Country 17,Environmental,Medium,4.142360389269646
Country 6,Political,Medium,4.667860844968724
Country 7,Economic,Low,1.6143476973544146
Country 44,Political,High,3.4603546691330855
Country 47,Social,Medium,2.9647293521472444
Country 3,Regulatory,High,3.4962761789769243
Country 11,Regulatory,Medium,4.347142285680087
Country 17,Environmental,High,1.7019137484520668
Country 2,Political,Low,3.3228009131038023
Country 17,Economic,Low,4.002857707718874
Country 28,Political,High,2.1775919673312263
Country 11,Regulatory,Low,2.1038065135609996
Country 13,Environmental,Low,2.349079083571533
Country 41,Social,High,2.1360603505129734
Country 8,Regulatory,High,4.80227483960844
Country 17,Regulatory,Medium,4.488464981199584
Country 4,Political,High,1.0237367701592697
Country 17,Regulatory,Medium,2.0165883979052253
Country 8,Political,Medium,3.7339944070655116
Country 13,Social,Low,2.626195345056222
Country 5,Economic,Low,2.2083023377393207
Country 36,Economic,Low,2.000151031416072
Country 6,Regulatory,Low,3.3361896083930453
Country 20,Economic,High,1.1960369680713292
Country 18,Economic,Medium,2.104914193307382
Country 41,Environmental,Medium,3.4157275594653838
Country 7,Regulatory,High,3.7839897584709776
Country 43,Economic,High,4.443131178359218
Country 11,Regulatory,Medium,2.639977673109262
Country 2,Environmental,Medium,3.8081436979718424
Country 12,Social,High,1.7537489300440332
Country 39,Environmental,Low,4.674026635078713
Country 47,Environmental,Medium,3.385607322727778
Country 34,Social,Medium,4.8412163155422405
Country 6,Regulatory,Low,2.1701220907933645
Country 15,Social,High,2.4507597884657017
Country 45,Political,High,1.8885051048249402
Country 40,Social,High,2.13257185107546
Country 46,Regulatory,High,4.787846509534344
Country 47,Regulatory,Low,2.112091090513429
Country 16,Regulatory,High,3.6922489259788054
Country 42,Environmental,Low,4.577199017930004
Country 23,Social,Medium,2.2058998148449738
Country 37,Environmental,Low,4.453441436526351
Country 15,Social,Low,3.9007708917706654
Country 20,Environmental,Low,4.667831377853796
Country 23,Environmental,Low,3.9228060679932426
Country 4,Environmental,Medium,1.0500962737682786
Country 48,Regulatory,High,3.2226468736765015
Country 38,Environmental,High,3.0965515065937823
Country 33,Social,Medium,1.3210143595050243
Country 27,Regulatory,High,1.9120802677504387
Country 38,Regulatory,Medium,4.591200034471602
Country 40,Economic,High,3.6548381431776784
Country 42,Environmental,High,2.4100452522275546
Country 31,Social,Medium,4.622927564096367
Country 11,Political,High,2.8953398471082568
Country 6,Political,Medium,2.664148762327905
Country 38,Political,High,2.991252833237772
Country 45,Political,Low,4.072545605627981
Country 8,Environmental,High,2.1409456536314413
Country 28,Regulatory,Medium,2.9511227354684246
Country 42,Social,High,1.9433755035198095
Country 7,Social,High,4.422295443257764
Country 42,Environmental,High,1.3656120191575312
Country 43,Environmental,Medium,1.6633058085456796
Country 22,Political,High,1.85696315272902
Country 49,Social,Low,4.510407686632194
Country 11,Environmental,High,4.79803725335702
Country 48,Economic,Low,3.0083835440192206
Country 34,Environmental,High,4.205251087745097
Country 23,Political,Low,1.525442332601901
Country 36,Environmental,High,4.016852786851148
Country 32,Economic,Medium,3.3099857324570636
Country 33,Economic,Low,4.269792547013417
Country 8,Environmental,Low,1.8533086445795979
Country 1,Environmental,High,2.338626300179861
Country 43,Political,Low,1.8682797572850585
Country 50,Social,High,1.535503109310937
Country 34,Regulatory,Medium,1.2637832775429745
Country 2,Political,Low,4.880941219202482
Country 22,Economic,High,4.5089410326414505
Country 1,Environmental,Low,2.186596612830834
Country 2,Regulatory,Medium,3.210960071248167
Country 10,Economic,Medium,3.4600469650714607
Country 43,Regulatory,Medium,2.8524630020004613
Country 50,Economic,Medium,4.403563192723135
Country 29,Social,Medium,4.654602766708689
Country 32,Economic,Low,3.9898934112218125
Country 19,Environmental,High,4.934567554226803
Country 12,Environmental,High,1.3404648749376515
Country 50,Economic,Medium,2.8921915390972557
Country 35,Environmental,Medium,3.462909414595504
Country 16,Political,Low,4.269868364981699
Country 33,Social,Medium,2.5180255084518786
Country 28,Economic,Medium,3.219644116538798
Country 29,Political,Medium,2.4688877192468888
Country 19,Regulatory,Low,1.4085289389886282
Country 8,Environmental,Low,1.0688058115251478
Country 1,Regulatory,Low,2.995299707936448
Country 47,Regulatory,High,2.902626515565778
Country 1,Social,Low,3.49034564613403
Country 36,Environmental,Medium,1.439052421924782
Country 11,Economic,Low,2.0249655963211497
Country 18,Social,Low,3.3076673002537595
Country 44,Social,Medium,2.8810412718633946
Country 34,Economic,Low,1.3654033196471995
Country 18,Political,Low,4.016741317399056
Country 18,Social,High,4.020317921104677
Country 30,Economic,Low,4.003388256377079
Country 47,Environmental,Low,2.3103606083554338
Country 43,Environmental,Low,4.424343993451121
Country 9,Regulatory,Low,2.8974190311330883
Country 13,Social,High,1.6200332394611814
Country 2,Economic,Medium,3.2736751958606813
Country 50,Economic,Medium,3.3453200540964123
Country 37,Environmental,Low,3.9075852570777077
Country 27,Regulatory,Medium,1.4596705714975542
Country 31,Regulatory,High,2.951162642221834
Country 37,Regulatory,Low,2.6180160871757727
Country 43,Environmental,High,3.1473485784962705
Country 49,Economic,Low,2.346676617612729
Country 4,Political,High,2.8873202734644106
Country 19,Political,High,2.5309970875838617
Country 28,Regulatory,High,3.928978682510568
Country 6,Environmental,Low,4.544927729936619
Country 10,Regulatory,Low,1.678302600354158
Country 29,Economic,Low,3.3604430741582196
Country 14,Political,Low,3.409960980341508
Country 50,Regulatory,Medium,4.446864912612913
Country 25,Economic,Medium,4.275180287643593
Country 44,Regulatory,Medium,2.0127840974430944
Country 25,Environmental,Low,3.8047151846663176
Country 21,Economic,Medium,3.0232348008586443
Country 8,Economic,Medium,3.473033334928365
Country 41,Social,Medium,4.646369240660351
Country 31,Economic,High,1.4833136114500127
Country 41,Social,Low,1.5454790987037086
Country 25,Economic,Low,2.6817867304252463
Country 47,Economic,Medium,1.9280739096987785
Country 49,Political,Low,2.8708985396837057
Country 24,Economic,High,3.083928496002061
Country 42,Regulatory,Medium,4.59946030304511
Country 41,Social,Medium,2.4583965258418967
Country 8,Environmental,High,4.830133802416011
Country 22,Environmental,High,3.657979225860942
Country 32,Political,Low,2.1958898741785537
Country 35,Social,High,2.331963612756349
Country 23,Environmental,High,2.9140854662612057
Country 37,Economic,Low,4.572762403935664
Country 47,Social,Low,2.966242029516012
Country 8,Political,Low,3.4176976092590983
Country 33,Economic,Medium,2.902712467631826
Country 20,Political,High,1.7652807331752887
Country 15,Social,Low,1.2248858229053434
Country 23,Environmental,High,1.3453066856016167
Country 19,Regulatory,High,4.940831954346276
Country 21,Economic,Medium,4.797615344262951
Country 9,Economic,Low,2.707770375587353
Country 24,Environmental,Medium,1.9494749164976497
Country 20,Regulatory,High,3.6601460461529505
Country 32,Political,Medium,3.4580760548172815
Country 34,Environmental,Low,3.374461879082113
Country 32,Economic,Low,4.316117888793405
Country 38,Environmental,Low,2.1655093382281443
Country 19,Regulatory,High,2.874446838915519
Country 10,Regulatory,Low,3.6712478296749667
Country 12,Social,Medium,3.1738334730239535
Country 30,Regulatory,Medium,3.140322528588077
Country 49,Economic,Medium,3.3778717279327144
Country 20,Political,Medium,3.457441587007213
Country 28,Political,Medium,2.2901412501014153
Country 8,Social,Low,1.3571191147873085
Country 37,Regulatory,Medium,2.042797225453128
Country 10,Social,High,3.4311483116315595
Country 33,Political,Medium,3.555082095053001
Country 31,Environmental,Low,4.912593115091878
Country 35,Regulatory,Medium,3.157413058761097
Country 16,Regulatory,Medium,3.0161951381078875
Country 4,Political,Low,3.4082135183762823
Country 20,Economic,Medium,4.020331739287519
Country 33,Political,Medium,1.6801517148988019
Country 2,Regulatory,Medium,1.8518011571915034
Country 41,Economic,High,3.1669724605043714
Country 37,Environmental,Medium,2.7367733313499154
Country 20,Political,High,2.9381242483739407
Country 8,Political,Medium,3.2018708497859474
Country 5,Political,Medium,2.2955607242650546
Country 15,Regulatory,Low,4.844242675433777
Country 17,Environmental,Low,2.1120917991867207
Country 31,Political,Low,3.117167773732843
Country 50,Political,High,3.1098212973463855
Country 5,Regulatory,High,4.5679130254747236
Country 5,Social,Low,2.2596035961074716
Country 14,Economic,High,2.5226421007463755
Country 6,Regulatory,High,4.9169800532868955
Country 38,Environmental,High,1.8160238426025743
Country 6,Environmental,Low,1.8714117207294225
Country 20,Environmental,Low,4.393045173141596
Country 13,Regulatory,Low,2.491876379985754
Country 35,Economic,Low,2.246385836251076
Country 6,Social,Medium,4.123377799934898
Country 46,Environmental,High,4.213343573287031
Country 12,Regulatory,High,4.342116702903125
Country 4,Regulatory,High,2.5620733096639494
Country 35,Political,Medium,3.2069289708461244
Country 34,Political,Medium,4.5217906653322855
Country 1,Political,Low,1.5699435103160906
Country 27,Regulatory,High,3.251500376618871
Country 4,Political,High,3.5161471165782148
Country 6,Political,Low,3.134966670740359
Country 7,Environmental,High,1.9775124966782265
Country 22,Social,Medium,3.916614111612061
Country 16,Economic,Medium,2.694956787540516
Country 40,Social,High,3.758638462088965
Country 39,Regulatory,Low,4.090326183922428
Country 21,Regulatory,Low,3.853846422142165
Country 49,Economic,Medium,2.6719843852069736
Country 36,Regulatory,Medium,1.5986632370301965
Country 50,Social,High,2.725156267491309
Country 8,Regulatory,Medium,1.468953656338528
Country 10,Economic,Medium,2.2069994844466634
Country 13,Political,High,2.5797481732195355
Country 37,Economic,Medium,3.652147585427733
Country 2,Political,Low,1.77896582722504
Country 21,Economic,Low,2.1997611495859695
Country 14,Economic,High,1.2141559707818015
Country 26,Environmental,Low,1.924056126806486
Country 27,Social,Medium,2.198657591512292
Country 49,Political,Low,4.394862613106163
Country 49,Economic,Medium,2.996500901386563
Country 48,Regulatory,Medium,3.605975107027373
Country 47,Economic,Medium,2.9391627342823625
Country 19,Environmental,High,4.078674869553875
Country 26,Social,High,2.161441579283836
Country 26,Political,Medium,1.85971154674478
Country 49,Social,Medium,2.1228048496673573
Country 44,Economic,High,4.583362440961741
Country 45,Regulatory,Low,3.0669275084419656
Country 43,Economic,High,4.901041542804723
Country 33,Social,High,1.1599371022372083
Country 13,Economic,Medium,1.7953848234071157
Country 12,Regulatory,Low,3.38614538283317
Country 47,Environmental,Low,3.4389544166959944
Country 22,Regulatory,Low,1.328432184509745
Country 17,Environmental,High,1.5490447369209335
Country 25,Economic,Low,3.1165907362323537
Country 16,Regulatory,Low,1.475972411364494
Country 25,Political,Low,2.305473394682369
Country 7,Regulatory,Low,4.397140581102569
Country 34,Economic,Medium,1.9451154761237093
Country 36,Political,High,4.890681012883535
Country 38,Regulatory,High,1.8553603288789948
Country 45,Political,Medium,1.6329352484283222
Country 41,Environmental,Low,1.290565910063767
Country 50,Social,Low,1.0553712838312812
Country 37,Economic,Medium,3.01571378926396
Country 25,Regulatory,Low,3.130982917611827
Country 13,Economic,Medium,3.574375563550188
