Supplier,Region,Component_ID,Lead_Time_Days,Cost_USD,Reliability_Score
Supplier 16,North America,Component_016,57,2911.09893103665,0.9062071163567718
Supplier 31,Europe,Component_002,35,39230.47347969121,0.9400579258176385
Supplier 3,North America,Component_008,26,14803.90911799306,0.7344011554687658
Supplier 12,South America,Component_018,36,35314.62038695855,0.7979988272979196
Supplier 30,Asia,Component_001,5,46828.07741237026,0.8646484772235938
Supplier 8,Australia,Component_014,41,38679.41847935731,0.9922141653148596
Supplier 39,Africa,Component_018,59,19031.21068648383,0.8376106697362542
Supplier 23,Asia,Component_002,25,37135.80884270994,0.7317729582796437
Supplier 22,Africa,Component_002,31,38997.40432345461,0.9091809063695933
Supplier 10,South America,Component_005,49,15605.31771834097,0.7169626584789013
Supplier 23,Asia,Component_003,40,23417.67985094785,0.8806993443421572
Supplier 46,Europe,Component_019,23,33296.157345453685,0.9961313563817189
Supplier 14,South America,Component_014,14,26663.716288045413,0.8422674479092094
Supplier 45,Europe,Component_014,17,14924.683929779052,0.9328225581845235
Supplier 25,South America,Component_003,12,14269.14483998339,0.9661934417272946
Supplier 1,North America,Component_004,17,24093.371888968497,0.9328363974937719
Supplier 15,South America,Component_002,51,25995.445876537615,0.7583129813043401
Supplier 43,South America,Component_005,56,34310.685560261976,0.8143056363156285
Supplier 41,Australia,Component_014,58,3919.4849512391897,0.9771952434599573
Supplier 50,Australia,Component_006,29,3526.867462316176,0.9441077505171015
Supplier 35,Europe,Component_002,20,32333.629253549363,0.7907455695438814
Supplier 43,Asia,Component_020,53,10131.81843512602,0.8344655607319313
Supplier 32,Asia,Component_014,48,44441.265819215056,0.7082312965216055
Supplier 26,South America,Component_011,40,45265.068139755145,0.9163869337922772
Supplier 26,Australia,Component_012,49,10100.998532061218,0.7254297480294107
Supplier 43,South America,Component_015,27,6844.752510973753,0.9980659256284563
Supplier 47,Europe,Component_019,48,28365.093364300796,0.9461734692877442
Supplier 36,Europe,Component_016,48,29515.128058572867,0.9396759323188175
Supplier 34,Europe,Component_013,56,31611.492175968062,0.9857145188020884
Supplier 47,Asia,Component_016,25,26977.9299019175,0.7145734220343842
Supplier 28,Europe,Component_005,24,46128.67928050241,0.9540069712437937
Supplier 33,Africa,Component_008,31,49623.796667208866,0.799153215146198
Supplier 34,Europe,Component_001,30,32077.97387178174,0.9895433220146044
Supplier 48,South America,Component_002,54,17434.205803958062,0.8798924036635828
Supplier 36,North America,Component_013,5,10454.735023122821,0.7848434919300639
Supplier 33,Europe,Component_013,58,14986.038744919859,0.8299828689521602
Supplier 9,Europe,Component_013,26,12835.938674340267,0.9070241091059718
Supplier 32,Europe,Component_013,18,36845.522677525296,0.744900785491048
Supplier 45,Asia,Component_011,39,14074.935846869506,0.7260884261663861
Supplier 17,Europe,Component_002,24,16114.758083714203,0.947251591480424
Supplier 12,South America,Component_008,10,28634.519798094312,0.733324905968912
Supplier 1,Asia,Component_018,54,7760.421104754685,0.788595706500473
Supplier 19,North America,Component_017,41,39389.23593838019,0.724483550435994
Supplier 16,Europe,Component_006,12,42867.51167863955,0.8931429896397775
Supplier 14,Africa,Component_004,18,41006.983770430226,0.7582136078357817
Supplier 46,Asia,Component_014,48,32039.25998792107,0.962501584678594
Supplier 23,North America,Component_012,7,34642.73306314333,0.8689275831280765
Supplier 15,Africa,Component_013,6,31167.50580159482,0.7296413064660812
Supplier 31,Asia,Component_012,36,5007.253867557884,0.8728776367187209
Supplier 40,Asia,Component_007,41,8255.346351180238,0.9229829739716919
Supplier 30,Africa,Component_011,42,42724.255385625285,0.8328554778534812
Supplier 37,North America,Component_004,15,41837.97010331915,0.7418910974556533
Supplier 46,Europe,Component_008,19,41615.97575037496,0.8209856882013228
Supplier 20,Africa,Component_020,41,41345.58630071649,0.8651495254061399
Supplier 21,Asia,Component_002,8,39169.27044310528,0.950187668563549
Supplier 20,South America,Component_007,39,28888.430854258077,0.7120915200117378
Supplier 10,North America,Component_001,45,4077.718653245772,0.994395631468724
Supplier 50,North America,Component_012,15,38192.02390251197,0.9784373170588441
Supplier 50,North America,Component_011,46,23454.102535656348,0.7838715649730595
Supplier 45,North America,Component_020,19,28447.162894476733,0.7666531651412726
Supplier 8,Africa,Component_014,55,31418.800040937203,0.9851452684689007
Supplier 41,Australia,Component_020,23,49658.74344374253,0.7197374524276028
Supplier 5,Australia,Component_008,50,33524.97699735417,0.9544482602585461
Supplier 42,North America,Component_012,23,40175.66233163102,0.8004252478234983
Supplier 50,Africa,Component_006,25,37486.278530064024,0.8326283465019257
Supplier 47,South America,Component_016,30,8926.477713153823,0.9070882500084654
Supplier 40,Europe,Component_012,8,1403.6832554708917,0.9288929281054551
Supplier 13,Asia,Component_015,37,24010.0726498994,0.9357384547126159
Supplier 22,Europe,Component_007,28,15460.686641047316,0.9371622433865328
Supplier 40,Africa,Component_003,20,30985.257556682045,0.9843440367057892
Supplier 12,Europe,Component_015,14,24911.20007090729,0.7809195669735342
Supplier 18,Africa,Component_009,8,4282.175870963052,0.790586199269441
Supplier 30,Australia,Component_008,37,20438.7943933027,0.7601301589112804
Supplier 23,Europe,Component_012,45,48909.578107873785,0.7840315039960751
Supplier 50,South America,Component_002,38,30536.830277820354,0.8972747083430795
Supplier 38,Africa,Component_014,23,36778.03343519332,0.8134299675423751
Supplier 36,Australia,Component_017,51,6303.033216132584,0.9433674664029305
Supplier 9,South America,Component_016,17,21989.340816563534,0.9735177288374853
Supplier 35,Australia,Component_020,9,25272.88331984192,0.7957174973696147
Supplier 49,North America,Component_003,16,26875.238891305893,0.8710515769524244
Supplier 26,South America,Component_009,52,14376.132527427624,0.9468489490878178
Supplier 8,South America,Component_011,57,16111.926548152565,0.8847354694553534
Supplier 21,Europe,Component_002,8,8311.380858475271,0.8114591721462703
Supplier 43,Africa,Component_002,31,47094.147732273756,0.8657759860180084
Supplier 18,North America,Component_003,46,45003.06243977643,0.7074136577000861
Supplier 44,Asia,Component_011,59,23184.61047623546,0.8382869522536159
Supplier 17,Africa,Component_016,24,28915.155060142595,0.8412876014804473
Supplier 42,North America,Component_017,8,44860.182124688035,0.8476643654081751
Supplier 49,Europe,Component_018,19,32942.3086528658,0.9352274314790454
Supplier 34,Africa,Component_017,6,16642.779520470714,0.9181928064480441
Supplier 20,Asia,Component_020,49,18577.300769052716,0.9434273014484067
Supplier 17,Europe,Component_012,46,24365.01716768448,0.8976051769758785
Supplier 38,North America,Component_014,27,12573.765889971653,0.9012134744711213
Supplier 43,Asia,Component_017,14,27928.6066430867,0.8500717398843892
Supplier 13,Asia,Component_017,51,30627.54846008965,0.8406034630504862
Supplier 1,Europe,Component_003,48,45459.82886071495,0.7931426500659404
Supplier 14,South America,Component_018,14,39251.21798923935,0.8509524822885609
Supplier 33,Australia,Component_011,29,42476.28370245763,0.968151264442596
Supplier 33,Australia,Component_014,55,22086.01299825079,0.914484347344526
Supplier 43,Europe,Component_014,21,6610.816540526959,0.8560408750193693
Supplier 13,Europe,Component_012,47,31878.101761400558,0.9507156815965847
Supplier 37,Europe,Component_009,45,44743.08190156034,0.9786552672908574
Supplier 26,South America,Component_002,55,32477.291504739464,0.9485255723588336
Supplier 18,Africa,Component_008,37,7090.7527383362585,0.8602974059552139
Supplier 44,North America,Component_011,32,8376.78353040354,0.9959723341756044
Supplier 24,North America,Component_011,33,24047.15494166756,0.9223590301435685
Supplier 49,Europe,Component_005,40,49471.80876185304,0.7204164441757979
Supplier 20,Africa,Component_012,48,38306.22785090285,0.890136852221615
Supplier 7,North America,Component_003,39,28153.86650924447,0.7479981163302225
Supplier 15,Africa,Component_005,48,20456.24640814942,0.952664881414446
Supplier 40,North America,Component_015,5,21883.42405887671,0.9897138856802146
Supplier 10,Australia,Component_017,32,9504.603789123794,0.7592246429896401
Supplier 42,Africa,Component_016,18,6705.05932573629,0.7219656789247944
Supplier 42,Asia,Component_020,35,32282.954024369097,0.9687143596580363
Supplier 36,South America,Component_007,42,41616.1388833147,0.8611140568587081
Supplier 18,North America,Component_017,37,16289.595311258263,0.7847886416689683
Supplier 24,Europe,Component_008,19,49530.46305134147,0.8872969238015513
Supplier 29,North America,Component_005,19,34072.47060662046,0.956684415631325
Supplier 31,Europe,Component_008,48,21627.025886058418,0.7029994202294504
Supplier 20,Africa,Component_018,47,13605.166073040677,0.7668365651515211
Supplier 8,Africa,Component_002,33,10497.544783655929,0.8676644854707132
Supplier 9,Africa,Component_009,30,2190.3996293915934,0.7580016050957777
Supplier 44,Europe,Component_007,51,8049.850242359947,0.9399307548687839
Supplier 1,North America,Component_013,6,15539.885185738123,0.8057096453156609
Supplier 50,Africa,Component_016,39,45982.81369246457,0.843004610162071
Supplier 3,Africa,Component_008,9,13565.283616867599,0.9759761744232183
Supplier 17,North America,Component_010,13,23288.81644938646,0.9446231505464521
Supplier 18,South America,Component_013,26,32463.67411274817,0.8781799750407728
Supplier 49,North America,Component_018,30,36687.48263358906,0.9440428987833609
Supplier 18,Asia,Component_007,59,18267.109168042585,0.9167870155196993
Supplier 38,North America,Component_015,51,12994.359990074156,0.7424689444900078
Supplier 42,North America,Component_018,32,41943.5877176461,0.9862580783104988
Supplier 8,Asia,Component_014,26,12737.647097946012,0.9651973584038918
Supplier 49,North America,Component_010,20,32987.41447988985,0.7513826756171922
Supplier 11,Asia,Component_015,15,13604.84513060052,0.9966515448903297
Supplier 48,Asia,Component_009,27,13675.380103754642,0.9346636191917534
Supplier 34,Australia,Component_012,18,6913.148524602742,0.8126575356534507
Supplier 46,Australia,Component_012,15,14162.524710940093,0.8542838749108288
Supplier 5,Asia,Component_011,58,47446.90983645329,0.8364964910876744
Supplier 24,Asia,Component_015,35,36144.39865855288,0.8212213928283615
Supplier 19,Europe,Component_010,38,11076.473548927195,0.8131095439719505
Supplier 15,Australia,Component_007,29,44635.51716696866,0.7507515331055956
Supplier 43,South America,Component_002,24,25961.93984416435,0.8558719596484048
Supplier 33,Asia,Component_004,19,6686.492722864916,0.789692932815389
Supplier 44,North America,Component_009,12,25697.02827027731,0.7236206619035646
Supplier 22,Africa,Component_010,32,6800.612141700415,0.7706960357653266
Supplier 19,Africa,Component_007,25,3917.777237800405,0.9907214921878812
Supplier 3,North America,Component_011,22,13677.239862893366,0.9287228012756412
Supplier 5,South America,Component_007,52,25150.391655992174,0.7300728083325695
Supplier 3,Asia,Component_016,28,23015.23748185298,0.9886873343224213
Supplier 7,Africa,Component_009,13,7263.461723042309,0.917982071281775
Supplier 41,Australia,Component_011,10,16831.39591919037,0.723439197658201
Supplier 38,South America,Component_017,24,43640.32302723512,0.8981037182848912
Supplier 30,Asia,Component_005,49,10451.775788797278,0.7426327936833089
Supplier 9,South America,Component_018,53,2056.947583063652,0.8647315587356286
Supplier 48,Africa,Component_015,15,17818.858848466403,0.8096833614768346
Supplier 22,North America,Component_020,49,14882.840250578636,0.773083739636984
Supplier 8,Asia,Component_011,35,44021.88941291053,0.9250142241505344
Supplier 24,Australia,Component_018,25,4136.82531125326,0.946856081391243
Supplier 23,North America,Component_019,39,2394.758882642148,0.804404566731011
Supplier 37,Asia,Component_001,31,46165.35796934323,0.8586269441095088
Supplier 37,South America,Component_018,16,18130.072268910288,0.8514076489628771
Supplier 42,Africa,Component_013,17,34296.814791550925,0.738102958192955
Supplier 42,Asia,Component_012,53,13316.115078294708,0.803614028516921
Supplier 9,South America,Component_019,8,30685.167881335146,0.7392494827845945
Supplier 12,South America,Component_019,21,29295.96878597216,0.8934842372878813
Supplier 48,South America,Component_012,8,1893.5094804776518,0.844446639917851
Supplier 42,Asia,Component_006,14,34998.806849839835,0.8456135076348701
Supplier 3,South America,Component_011,30,34048.07725980109,0.8439209003247161
Supplier 35,Africa,Component_015,57,20457.15061754023,0.905079946752977
Supplier 20,South America,Component_001,15,24194.758827914797,0.9823091289580231
Supplier 45,Asia,Component_006,46,10163.350805640981,0.7095547289232293
Supplier 11,Europe,Component_019,47,8584.11048626656,0.8553363922203242
Supplier 35,Asia,Component_012,34,3233.5867625532073,0.7303654154765685
Supplier 34,Australia,Component_004,45,15825.79563476956,0.9569539214963001
Supplier 23,Africa,Component_010,8,20185.445387965483,0.8850060260989604
Supplier 7,Australia,Component_002,42,30985.37828206636,0.9023537660391213
Supplier 34,Asia,Component_003,46,16331.926190524506,0.9131344445728373
Supplier 13,Africa,Component_005,6,11765.951199317506,0.9832137781085715
Supplier 25,South America,Component_009,8,44307.133414796364,0.9877162674037014
Supplier 35,Africa,Component_008,52,16853.346090442654,0.9727090614607077
Supplier 49,Australia,Component_002,36,25913.989539293754,0.7101520632809064
Supplier 26,Australia,Component_010,48,28472.153008485042,0.7637685948736925
Supplier 2,North America,Component_006,38,14638.982603290084,0.7437825716516707
Supplier 13,Asia,Component_013,17,28649.33375712958,0.7062086899418086
Supplier 46,South America,Component_007,32,45442.91940146874,0.964704047688132
Supplier 17,Asia,Component_005,45,46539.601240410586,0.8733152357734608
Supplier 32,Australia,Component_012,47,13448.319442379687,0.9700482234507886
Supplier 48,Europe,Component_007,54,16261.501887120081,0.7959268120462759
Supplier 29,Asia,Component_011,5,24273.055513535684,0.8547470189994624
Supplier 34,South America,Component_003,45,46982.75079088269,0.7600264480989701
Supplier 8,Australia,Component_019,16,16188.867943012223,0.8108270465391475
Supplier 24,Australia,Component_017,37,18978.161013779274,0.9846824485394847
Supplier 9,Europe,Component_019,34,18832.69318747722,0.9115608461525062
