Date,Region,Historical_Sales,Predicted_Sales,Market_Trend
2022-10-29 04:21:52,Asia,39991,41381,Stable
2022-10-25 23:47:09,Europe,42652,48057,Stable
2023-08-27 06:53:01,North America,38181,40139,Stable
2022-08-13 07:02:32,South America,2060,2058,Declining
2023-05-19 17:47:36,South America,22404,20998,Stable
2022-07-27 10:13:36,Europe,8695,8612,Growing
2023-09-04 10:11:11,Europe,39502,46401,Growing
2022-09-22 03:27:48,Australia,19428,20436,Declining
2023-12-21 21:37:12,Australia,11384,13265,Declining
2022-02-04 08:27:52,Asia,39908,42834,Declining
2022-01-17 04:39:58,Australia,28913,29921,Stable
2023-08-09 00:14:59,Asia,7086,8104,Declining
2023-06-27 15:04:36,Asia,26010,28381,Stable
2023-11-24 04:17:47,Africa,47844,45522,Growing
2022-12-26 02:27:24,Australia,16052,15470,Declining
2022-05-23 03:25:58,North America,21365,19380,Declining
2022-04-02 18:56:33,South America,27385,26515,Growing
2023-08-16 02:08:41,Australia,37129,44423,Growing
2023-08-19 15:26:56,Africa,33956,32922,Growing
2023-04-20 20:13:20,Africa,47524,46219,Declining
2022-06-08 16:04:52,Europe,41789,40975,Declining
2022-01-30 21:27:46,North America,6092,6576,Stable
2022-10-08 13:25:53,Europe,13279,14017,Stable
2022-06-17 22:37:00,Africa,29527,28986,Declining
2023-04-11 10:37:18,Asia,5245,5896,Stable
2023-06-17 19:06:43,Australia,6548,6653,Declining
2023-09-24 23:13:49,North America,38219,35296,Growing
2023-04-29 15:07:44,Africa,43381,45867,Stable
2023-04-19 10:40:36,South America,6957,6763,Declining
2022-03-09 20:15:54,Asia,2228,2048,Stable
2023-12-28 08:44:12,Europe,49473,56408,Declining
2022-09-05 23:11:48,South America,38033,34448,Stable
2022-06-14 10:47:02,Europe,27312,31274,Growing
2023-12-23 06:45:02,Europe,28409,32816,Declining
2022-05-19 19:39:18,North America,34702,34106,Stable
2022-06-16 17:33:09,South America,10858,10571,Growing
2022-02-11 20:34:20,South America,13443,13794,Stable
2023-07-29 19:04:25,South America,41164,47542,Stable
2023-11-26 09:25:44,North America,34015,31037,Declining
2022-09-25 13:44:58,South America,34607,40404,Growing
2023-11-20 22:05:25,Asia,14657,16145,Growing
2022-07-11 02:39:49,South America,16622,17150,Growing
2023-12-04 07:51:44,South America,15642,14742,Growing
2023-05-02 07:50:29,North America,16937,19348,Declining
2023-10-29 23:11:55,South America,35699,33673,Declining
2023-05-07 19:53:13,South America,8839,9694,Growing
2022-08-29 12:26:20,Europe,27421,28121,Declining
2023-07-19 18:52:27,Australia,40029,46414,Growing
2022-07-24 04:33:51,Europe,27671,27533,Growing
2022-05-13 02:29:03,Asia,7204,8400,Growing
2023-09-15 03:24:00,South America,21532,23512,Declining
2023-09-08 21:53:24,North America,43813,48659,Growing
2023-03-12 09:08:03,Australia,1811,2116,Growing
2023-06-15 12:10:03,Africa,36806,35251,Stable
2023-03-30 16:36:27,Africa,17170,15940,Stable
2022-03-05 13:15:59,Africa,34926,39464,Declining
2023-07-11 07:11:28,Africa,8480,9753,Stable
2023-01-17 02:03:06,Europe,7584,8816,Growing
2023-03-09 05:09:44,North America,5377,5386,Stable
2023-06-23 13:16:25,Australia,19588,20169,Stable
2022-01-16 08:58:14,Africa,16565,16410,Declining
2023-11-12 17:40:32,Africa,35486,40429,Stable
2023-03-19 00:03:06,Africa,36468,37792,Stable
2023-11-30 11:56:51,Asia,48212,46328,Declining
2023-07-30 02:32:40,Europe,37148,43875,Declining
2023-01-21 03:38:23,Australia,41404,45634,Declining
2022-07-14 05:21:12,Africa,28339,31785,Declining
2023-02-14 17:40:53,Africa,35051,34563,Stable
2023-06-23 17:13:27,Europe,48286,56497,Stable
2022-03-21 15:33:43,South America,44367,49367,Growing
2022-02-25 20:18:16,Africa,23385,21297,Stable
2023-08-22 11:43:38,North America,49324,48689,Declining
2023-01-07 07:00:06,Africa,39191,44082,Stable
2023-02-07 14:02:07,Asia,43305,46754,Growing
2023-01-27 13:58:55,North America,49062,45214,Stable
2023-06-16 22:12:24,South America,21318,25232,Stable
2022-05-12 06:57:05,Asia,25662,23535,Declining
2022-05-28 06:18:49,South America,1496,1586,Declining
2022-09-17 21:44:06,North America,44893,50487,Growing
2023-04-27 09:35:09,South America,14347,15214,Declining
2022-08-15 03:19:04,Australia,14210,12971,Growing
2023-12-04 06:43:24,North America,5596,5442,Growing
2022-04-21 04:12:15,South America,26976,27854,Stable
2023-09-25 12:27:04,Europe,33256,34905,Growing
2022-11-22 07:56:23,Europe,32577,33467,Growing
2023-07-12 10:53:12,Asia,26497,29645,Declining
2022-05-06 18:12:52,South America,13916,12752,Declining
2023-02-28 16:29:14,North America,34066,37854,Stable
2022-10-05 17:20:37,Africa,26205,24131,Growing
2023-04-19 09:27:26,South America,28072,26007,Stable
2023-03-05 10:57:06,North America,37819,41961,Stable
2022-11-29 09:41:52,North America,45244,50891,Declining
2022-09-15 17:13:34,Europe,18360,20880,Growing
2022-02-17 02:24:22,Australia,42146,39457,Stable
2022-10-08 11:43:56,Asia,32648,33256,Stable
2023-06-10 07:10:20,North America,47710,46176,Stable
2023-02-22 16:37:30,Europe,4567,5132,Stable
2022-07-23 00:29:39,Asia,3044,3612,Declining
2022-09-16 04:38:16,Asia,6269,7490,Growing
2022-09-01 20:20:41,South America,29111,32289,Declining
2022-11-23 15:57:50,Africa,4681,4296,Growing
2023-09-08 08:06:55,Africa,5832,6265,Declining
2023-06-18 20:51:32,Asia,34369,31584,Stable
2023-05-07 09:44:08,Asia,15796,17768,Stable
2022-12-15 19:41:14,Australia,15209,15109,Growing
2023-06-04 16:20:16,North America,19346,22883,Stable
2023-02-04 22:40:30,Asia,30072,31643,Declining
2022-06-02 12:20:24,Australia,49489,58931,Declining
2022-02-20 23:04:29,Asia,37965,36173,Declining
2023-12-01 11:24:18,North America,36170,36072,Growing
2022-06-29 05:58:00,Europe,15580,18100,Declining
2023-01-25 23:09:04,Asia,18304,16661,Growing
2023-04-05 22:51:11,North America,36836,39795,Growing
2023-08-26 15:14:56,South America,22793,25743,Declining
2023-09-21 08:14:12,North America,13403,14724,Stable
2023-07-08 08:37:46,South America,48234,45549,Declining
2022-12-20 23:59:42,Asia,26436,31659,Growing
2023-07-03 04:10:27,Africa,46727,53840,Growing
2022-04-05 22:17:47,Australia,32223,37006,Stable
2022-07-20 23:15:44,Asia,22749,21339,Declining
2022-08-14 07:34:35,Australia,7374,7648,Declining
2023-01-31 14:50:45,Africa,6229,6909,Declining
2022-11-16 23:13:05,Europe,4383,4793,Growing
2023-06-26 13:37:36,Europe,41660,39028,Declining
2022-01-14 20:46:05,Australia,29305,27939,Growing
2022-12-27 05:54:53,Australia,32950,33935,Growing
2023-02-15 22:18:08,Europe,22918,23374,Stable
2022-10-11 12:34:38,Asia,47244,44447,Stable
2022-03-03 06:43:52,North America,6731,7911,Growing
2022-12-20 18:59:18,Asia,21939,21213,Stable
2023-09-22 23:21:19,Africa,12010,11981,Declining
2022-02-23 22:01:23,Australia,21452,23112,Stable
2022-05-23 16:02:31,South America,9503,10868,Growing
2022-06-12 14:32:19,North America,19330,20721,Stable
2022-01-18 04:51:00,Australia,28009,26552,Declining
2023-09-26 08:51:35,South America,38737,40208,Declining
2022-03-06 02:08:47,Africa,9956,9002,Growing
2023-08-16 01:56:03,Africa,19278,22591,Stable
2022-04-09 08:50:04,Australia,5792,5350,Growing
2022-04-17 14:29:36,North America,48875,48766,Growing
2023-11-16 13:40:57,Africa,27123,29347,Stable
2023-05-17 18:06:20,North America,29637,34143,Growing
2022-09-05 11:59:14,North America,46868,43257,Growing
2023-04-14 19:42:38,Africa,41508,38059,Declining
2023-07-11 02:33:16,Australia,21143,23777,Declining
2023-04-11 15:17:50,Australia,25665,23655,Growing
2023-06-30 19:09:48,North America,38373,44790,Declining
2023-11-30 20:58:11,South America,11398,11920,Growing
2023-09-21 20:35:05,South America,6150,7286,Stable
2022-10-31 10:25:26,Australia,28895,27535,Growing
2023-12-14 07:40:39,Europe,27105,24598,Stable
2023-05-26 17:26:18,South America,10043,9102,Declining
2023-03-30 09:21:10,Asia,36153,41638,Declining
2022-04-01 01:06:59,Asia,45171,45990,Growing
2022-12-21 17:09:18,Asia,44087,43406,Declining
2022-11-06 20:52:15,Australia,9177,9399,Stable
2022-08-31 00:05:34,Asia,20184,21429,Declining
2023-06-14 00:30:10,Europe,47523,49549,Growing
2022-01-29 14:32:08,North America,15375,16637,Declining
2022-05-16 11:38:06,Asia,31018,30277,Growing
2023-04-05 17:53:12,Australia,22092,25897,Declining
2022-04-23 01:50:23,Asia,45625,48295,Growing
2023-03-28 14:28:44,North America,20127,19379,Declining
2022-08-04 02:42:20,Australia,26323,25871,Growing
2023-06-29 17:09:41,Australia,41484,48418,Stable
2023-03-02 21:19:04,Africa,8684,9609,Growing
2023-01-27 13:40:59,Europe,14120,13486,Declining
2023-01-16 18:39:20,Africa,32001,33199,Growing
2022-10-09 07:06:58,South America,29388,27958,Growing
2023-10-05 04:29:47,Europe,19320,22994,Growing
2023-01-06 02:54:54,South America,1336,1466,Stable
2023-04-03 15:59:36,Asia,16466,15159,Stable
2023-04-25 00:34:56,Asia,1688,1899,Growing
2023-12-27 17:12:39,South America,38800,38412,Growing
2022-07-23 12:47:44,Europe,23879,25360,Stable
2022-02-28 04:14:42,Australia,46927,55299,Declining
2023-11-10 13:44:20,Africa,4760,4314,Stable
2022-06-22 03:20:45,Australia,14844,15324,Stable
2023-02-10 07:34:38,Asia,28786,32651,Stable
2022-10-25 01:27:56,Europe,49846,58277,Growing
2023-07-12 05:07:04,Australia,48080,48334,Growing
2022-10-30 06:32:12,South America,11170,10576,Declining
2023-11-21 12:14:37,South America,3875,3530,Stable
2023-07-06 02:12:50,Europe,9586,9030,Growing
2023-07-02 09:44:14,Asia,26917,25392,Declining
2023-11-28 21:41:59,Asia,23878,24583,Growing
2022-05-10 01:33:27,Asia,27889,26720,Stable
2023-09-07 15:01:54,South America,48002,44479,Declining
2022-12-31 12:51:25,Africa,14059,16717,Stable
2023-09-22 04:34:23,North America,25696,23909,Growing
2023-04-05 12:56:34,South America,27226,29815,Declining
2022-08-27 14:24:34,Africa,10463,10445,Declining
2022-04-04 08:59:54,North America,34349,36203,Declining
2023-10-12 18:47:54,South America,5904,7004,Growing
2022-08-24 00:00:41,Asia,43886,50109,Declining
2022-02-18 05:54:45,Europe,3520,3714,Stable
2023-11-30 05:12:41,Asia,39407,40968,Declining
2022-01-16 21:24:52,Australia,10022,10977,Stable
2022-02-20 22:09:57,Africa,17572,17955,Stable
2023-07-26 18:57:42,Australia,2633,2844,Declining
2022-07-14 06:09:35,Australia,12551,13239,Growing
2022-07-20 02:00:25,Australia,43392,41924,Growing
2023-01-22 09:22:04,South America,17331,18259,Stable
2022-01-05 14:32:12,Australia,36853,35145,Growing
2023-03-04 08:56:56,Asia,7142,7458,Stable
2023-04-01 13:29:33,Europe,2579,2605,Stable
2023-01-03 10:17:50,Africa,47218,43610,Declining
2022-05-02 15:09:55,Africa,5615,5687,Declining
2022-03-05 10:05:15,Africa,30683,29748,Declining
2022-09-16 14:32:35,Europe,8458,7895,Growing
2022-04-03 15:02:16,Asia,2633,2968,Stable
2023-08-10 18:53:08,South America,22085,24132,Declining
2022-12-20 23:14:50,Africa,44585,50390,Growing
2023-02-18 16:15:00,South America,49677,55558,Stable
2023-05-30 12:18:28,South America,42271,38409,Declining
2022-11-17 19:09:44,Africa,30686,31493,Declining
2022-03-03 18:44:45,North America,45882,44770,Stable
2023-06-13 23:00:42,Asia,49617,52313,Stable
2022-10-03 15:17:13,Australia,11151,12837,Declining
2022-02-14 14:17:06,Australia,36165,38836,Growing
2022-10-23 14:30:19,North America,16471,15796,Growing
2022-11-17 08:30:36,Africa,21480,19668,Stable
2023-05-07 04:24:13,Europe,18051,21472,Growing
2023-08-19 23:20:07,Australia,33454,38392,Declining
2022-12-23 22:49:41,Asia,7262,7750,Growing
2022-10-12 16:59:07,Europe,33438,35697,Declining
2022-06-03 21:51:10,South America,10319,10359,Declining
2023-07-02 13:41:51,Europe,32139,37048,Declining
2023-05-21 09:26:44,Asia,13553,15128,Stable
2023-10-05 13:57:05,Africa,27476,26074,Stable
2022-11-03 23:49:30,Africa,19524,20475,Stable
2023-11-22 12:25:42,Asia,1685,1899,Stable
2023-03-16 12:18:25,Asia,39095,43519,Growing
2022-11-29 09:50:47,North America,49904,56966,Declining
2023-03-11 03:05:11,Asia,37469,39154,Stable
2023-05-15 20:14:39,North America,1208,1258,Declining
2023-07-31 22:39:21,Australia,1760,1907,Stable
2023-11-12 21:14:47,Africa,38222,45672,Declining
2022-08-09 02:52:27,North America,17360,20457,Declining
2023-09-27 09:15:51,Asia,47367,53972,Stable
2022-10-16 12:44:57,North America,36455,42567,Growing
2022-12-09 20:31:29,Asia,11319,11678,Growing
2022-12-17 12:05:39,North America,8585,8226,Declining
2023-05-25 23:21:22,Africa,49127,54062,Declining
2023-02-25 15:09:14,Australia,28131,32669,Declining
2023-03-02 13:50:14,Europe,9225,10006,Declining
2022-04-24 10:14:27,Europe,19165,17888,Declining
2022-06-27 22:38:22,Asia,46043,51333,Declining
2023-01-31 04:50:49,North America,24371,28009,Growing
2022-02-04 15:02:14,South America,29649,30109,Stable
2022-02-10 23:37:22,Africa,25455,27084,Declining
2023-01-20 16:23:58,Africa,37014,35668,Growing
2022-12-18 17:10:32,Asia,42766,39508,Stable
2023-07-31 07:41:45,Europe,21385,25205,Stable
2022-12-29 20:44:35,Europe,43279,41097,Declining
2022-11-01 09:21:11,Africa,18644,18957,Declining
2022-11-15 14:06:45,Australia,34078,34394,Growing
2023-12-21 12:06:27,North America,30887,33749,Growing
2022-05-01 05:13:42,Asia,39053,36252,Growing
2022-02-03 13:33:56,Australia,29499,27040,Declining
2023-09-10 04:52:31,Africa,14889,14987,Stable
2022-07-12 07:51:04,South America,23211,27085,Growing
2023-05-23 11:50:54,North America,5336,5308,Growing
2022-03-24 18:18:31,Australia,43137,44751,Stable
2022-09-03 19:33:40,North America,9267,8366,Stable
2022-03-19 11:42:18,Asia,47931,56013,Growing
2022-08-09 09:49:09,South America,3436,3645,Growing
2022-09-24 01:48:24,Africa,47205,48310,Growing
2023-04-19 15:44:45,South America,22624,22892,Declining
2022-08-16 15:32:38,South America,10165,11717,Declining
2023-04-16 21:20:12,North America,8480,8198,Stable
2022-09-03 09:49:17,Australia,34566,31811,Growing
2023-08-26 19:13:42,Africa,1425,1396,Declining
2023-01-26 07:51:30,South America,18651,17280,Growing
2022-07-17 18:08:07,South America,37870,40562,Declining
2022-11-19 20:47:55,Europe,16414,17103,Growing
2023-11-25 09:08:33,South America,9375,10685,Declining
2023-08-26 15:00:59,North America,33009,37927,Growing
2023-02-01 04:38:47,Asia,32821,37080,Declining
2023-01-12 09:03:04,Australia,27165,28373,Declining
2023-06-25 15:14:32,North America,10065,9253,Stable
2022-07-29 13:23:02,Australia,22468,22039,Growing
2022-12-21 14:34:42,South America,40549,47351,Stable
2022-02-15 13:09:49,North America,25751,25081,Stable
2022-01-02 07:28:59,Asia,19368,19622,Growing
2022-03-02 02:27:03,Asia,40349,46987,Declining
2023-07-01 18:43:02,North America,11271,11458,Growing
2022-07-12 21:48:05,Africa,2887,2857,Declining
2022-09-17 05:38:42,North America,39328,41027,Growing
2022-07-27 14:49:44,South America,23498,26619,Growing
2023-04-10 11:14:37,South America,23296,25873,Stable
2023-03-01 20:17:51,Africa,28630,28454,Declining
2022-11-24 07:20:37,Australia,17917,17157,Growing
2023-02-26 20:07:49,Africa,23670,27790,Growing
2023-05-13 18:52:07,Australia,5123,5194,Declining
2022-11-28 12:12:18,Australia,35344,37343,Stable
2022-08-27 17:24:16,Australia,24562,22761,Declining
2023-01-25 15:07:52,North America,13996,16583,Growing
2023-06-15 21:20:22,Asia,9829,9499,Stable
2023-08-03 02:26:16,South America,6366,6118,Stable
2023-04-21 18:32:50,Asia,4900,5029,Growing
2022-06-07 17:30:28,Australia,28500,32408,Growing
2023-01-08 13:11:01,Asia,39902,40477,Stable
2022-11-07 10:07:30,Australia,15648,16174,Declining
2022-08-06 14:59:07,Europe,11234,11227,Growing
2022-09-01 09:10:24,Europe,20550,22569,Growing
2023-09-28 10:00:24,North America,2857,2883,Growing
2023-02-28 08:04:56,North America,28312,27968,Growing
2022-06-26 10:34:53,Australia,49946,49134,Declining
2023-09-03 01:04:48,South America,3541,3738,Stable
2023-05-05 06:44:39,North America,16055,17530,Declining
2022-06-24 11:44:59,North America,34064,37462,Growing
2022-07-17 02:40:42,North America,37727,43394,Declining
2022-10-20 09:37:24,Africa,30106,33480,Growing
2023-02-10 23:04:35,Australia,35100,38699,Declining
2023-05-04 11:58:40,Australia,27554,30115,Growing
2023-02-05 04:50:11,Africa,43715,48816,Growing
2022-06-27 09:34:27,Asia,38124,36099,Declining
2022-06-05 10:51:55,Europe,43718,40669,Declining
2022-09-25 04:17:12,Europe,25557,29334,Stable
2022-04-03 00:10:50,South America,7183,7272,Declining
2022-05-10 15:26:53,Europe,46987,52554,Growing
2023-01-04 02:15:07,South America,25948,29148,Stable
2022-06-05 20:31:44,Africa,19929,20563,Declining
2023-06-22 00:19:54,North America,13529,15700,Declining
2022-11-11 16:03:08,Africa,19947,22063,Growing
2023-06-28 19:42:58,Europe,38659,42314,Declining
2023-10-19 17:43:32,Australia,9155,8911,Declining
2022-06-24 18:35:59,Africa,39930,41578,Declining
2022-12-09 21:33:28,Australia,12557,14323,Declining
2023-03-11 15:30:05,North America,29088,33757,Declining
2023-12-16 23:09:04,Asia,35914,36542,Stable
2022-12-15 06:32:33,North America,11148,12635,Stable
2023-11-27 03:06:07,South America,6506,6826,Growing
2022-05-12 21:44:30,Australia,47831,54140,Growing
2023-06-25 16:25:43,Europe,46110,51332,Stable
2023-07-14 14:11:24,Europe,27802,29221,Declining
2022-05-13 19:53:34,Europe,30814,28491,Declining
2022-10-08 20:55:50,Europe,15035,15643,Declining
2022-11-12 20:33:07,North America,16569,18500,Declining
2023-08-15 14:35:27,Asia,25105,26074,Declining
2022-01-20 17:21:34,South America,9115,10274,Stable
2022-05-22 09:14:17,Australia,15655,17763,Stable
2022-08-07 07:20:29,Europe,16725,18400,Stable
2022-09-18 08:55:30,Africa,21859,25770,Stable
2022-04-03 22:58:07,North America,2100,2413,Declining
2023-12-28 02:59:19,Australia,16486,19134,Stable
2022-05-24 08:32:04,Europe,19229,20743,Declining
2022-02-16 16:06:39,Asia,43802,41108,Declining
2023-09-27 20:16:56,Africa,38064,37356,Stable
2023-11-13 12:50:48,Africa,29391,27861,Growing
2022-07-29 08:59:56,North America,8230,8503,Declining
2023-09-09 01:31:59,South America,22094,25713,Declining
2023-01-02 07:22:30,North America,21692,25945,Growing
2023-01-21 18:58:13,South America,9163,9494,Stable
2022-05-01 06:47:16,Asia,37989,35577,Growing
2023-02-15 16:35:39,Asia,23931,24472,Stable
2022-01-12 14:36:17,South America,31993,35763,Declining
2022-05-01 20:46:52,Africa,35866,39570,Growing
2022-01-02 18:59:17,Asia,47845,49099,Stable
2022-10-26 21:52:12,Asia,31914,38174,Declining
2023-04-21 23:08:45,Australia,44386,42503,Stable
2022-12-25 10:06:22,Asia,20060,18222,Declining
2022-10-19 22:46:08,Australia,11284,12946,Stable
2023-08-28 08:10:20,North America,21792,23983,Declining
2022-06-24 14:27:04,North America,40271,40859,Growing
2023-03-13 10:22:31,South America,18080,16302,Declining
2023-11-21 14:52:20,Africa,35812,37055,Stable
2023-07-20 15:44:22,Europe,16989,19335,Growing
2023-05-24 13:09:35,Africa,45139,48469,Growing
2022-10-11 00:00:25,Asia,13536,14814,Stable
2023-07-04 22:39:41,Europe,46502,43959,Stable
2022-04-18 05:01:10,Europe,39893,36835,Declining
2022-06-27 12:14:16,Australia,1992,1891,Growing
2022-12-03 17:17:58,North America,8825,9545,Declining
2022-10-28 09:59:24,Europe,21976,22447,Growing
2022-04-02 22:16:12,Africa,30536,36434,Growing
2022-02-06 12:25:54,South America,40830,43180,Stable
2022-03-02 05:20:44,Australia,47446,53704,Declining
2022-09-13 11:23:34,Asia,5878,5976,Growing
2022-08-29 16:58:24,Europe,16120,18526,Declining
2023-02-09 02:40:31,Africa,37589,42745,Stable
2023-03-20 00:00:59,North America,33120,35493,Declining
2022-12-15 06:19:24,Africa,13519,13079,Stable
